Speaker_1	Speaker_2	Personality	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	Sentiment_1	Sentiment_2	Sentiment_3
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Ah, oh God. Oh, honey, oh that's OK.	What. Oh no, you just rolled over the juice box.	Oh, thank God.	joy	joy	neutral	positive	positive	neutral
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	I know it is pretty unbelievaaaaah.	What?	We're not alone.	fear	fear	fear	negative	negative	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Waaa-aaah.	What?	The spoon. You licked and-and you put. You licked and you put.	fear	fear	fear	negative	negative	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	What?	The spoon. You licked and-and you put. You licked and you put.	Yeah, so.	fear	fear	neutral	negative	negative	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Well, that was only 'cause I used the red one to unclog the drain.	Mine is the red one! Oh God. Can open, worms everywhere.	Hey, why can't we use the same toothbrush, but we can use the same soap?	neutral	anger	fear	neutral	negative	negative
Monica	Judy	[0.713, 0.457, 0.457, 0.66, 0.511]	Finger cramp. Oh God, sorry. Here, let me get that mom.	Sooo, Richard's shopping in the junior section.	Are we still on that?	fear	neutral	joy	negative	neutral	positive
Joey	Joey's	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey! We were just sayin', great apartment man.	Thanks. You want it?	Huh?	joy	neutral	neutral	positive	neutral	neutral
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	OK Rach, which, which lily? This lily or that lily?	Well I. . .	I like this lily. It's more open, ya know, and that's like my mom. She had a more open, giving spirit. Ooh, Foghorn Leghorn, ooh.	anger	neutral	fear	negative	neutral	negative
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Yes I do, it's just that Ross is. . .	OK, hey, HEY. Is your boyfriend the boss of you?	No.	joy	anger	neutral	positive	negative	neutral
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	OK, hey, HEY. Is your boyfriend the boss of you?	No.	OK, who is the boss of you?!!	anger	neutral	joy	negative	neutral	positive
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	No.	OK, who is the boss of you?!!	You?	neutral	joy	fear	neutral	positive	negative
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	Oh, this is so hard.	Yeah, I know. I hate it too. Look, maybe we should just tell them.	Maybe we should just tell your parents first.	sadness	neutral	fear	negative	neutral	negative
Ross	Judy	[0.722, 0.489, 0.6, 0.533, 0.356]	I tell you, I've never seen him this happy.	So Jack, you ever think about trading me in for a younger model?	Of course not. With you it's like I've got two 25-year-olds.	joy	fear	joy	positive	negative	positive
Ross	Judy	[0.722, 0.489, 0.6, 0.533, 0.356]	Of course not. With you it's like I've got two 25-year-olds.	Oh Jack stop.	C'mon, it's my birthday.	joy	joy	joy	positive	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Look, you know what? If this is the way you feel, then maybe you should take it.	Well that's how I feel.	Well then maybe you should take it.	anger	neutral	anger	negative	neutral	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Well that's how I feel.	Well then maybe you should take it.	Well then maybe I will.	neutral	anger	anger	neutral	negative	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Well then maybe you should take it.	Well then maybe I will.	Fine with me.	anger	anger	anger	negative	negative	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Well then maybe I will.	Fine with me.	Great. Then you'll be able to spend more quality time with your real friends, the spoons.	anger	anger	anger	negative	negative	negative
Ross	Judy	[0.722, 0.489, 0.6, 0.533, 0.356]	Who's drink can I freshen?	Almost time for cake.	Mon, Mon, are you OK?	neutral	neutral	fear	neutral	neutral	negative
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	Mon, Mon, are you OK?	You remember that video I found of mom and dad?	Yeah.	fear	fear	neutral	negative	negative	neutral
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	You remember that video I found of mom and dad?	Yeah.	Well, I just caught the live show.	fear	neutral	fear	negative	neutral	negative
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	Yeah.	Well, I just caught the live show.	Eww.	neutral	fear	fear	neutral	negative	negative
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Phoebe we just saw mine, let me see yours.	Oh OK. Oh no, oh it's gone, that's so weird, I don't know how-where it went.	You didn't get it?	joy	fear	neutral	positive	negative	neutral
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	Oh OK. Oh no, oh it's gone, that's so weird, I don't know how-where it went.	You didn't get it?	No.	fear	neutral	neutral	negative	neutral	neutral
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	You didn't get it?	No.	Why didn't you get it?	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	No.	Why didn't you get it?	I'm sorry, I'm sorry.	neutral	neutral	sadness	neutral	neutral	negative
Rachel	Phoebe	[0.635, 0.354, 0.521, 0.552, 0.469]	Why didn't you get it?	I'm sorry, I'm sorry.	Phoebe, how would you do this to me? This was all your idea.	neutral	sadness	neutral	neutral	negative	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	So, uhh, em, you want me to uh, give you a hand with the foosball table?	Naa, you keep it, you need the practice.	Thanks.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Naa, you keep it, you need the practice.	Thanks.	So, I guess this is it.	neutral	neutral	sadness	neutral	neutral	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Thanks.	So, I guess this is it.	Yeah, right, yeah, I guess so.	neutral	sadness	sadness	neutral	negative	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Well, I'm guessing uh, tonight at the coffee house.	Right, yeah. OK. Um, take care.	Yeah.	neutral	sadness	sadness	neutral	negative	negative
Joey	Phoebe	[0.574, 0.614, 0.297, 0.545, 0.455]	Thanks, yeah. I love this but ya know what, it makes me wanna pee.	Yeah, well me too, yeah. I think that's the challenge.	Hey, how come, uhh, Chandler didn't come?	neutral	neutral	fear	neutral	neutral	negative
Monica	Joey	[0.713, 0.457, 0.457, 0.66, 0.511]	Joey, promise me something.	Yeah.	Never call me from that phone.	fear	neutral	fear	negative	neutral	negative
Phoebe	#ALL#	[0.6, 0.48, 0.31, 0.46, 0.56]	Anyway, OK, now promise you won't like, freak out and say how great this is until I'm done, OK.	OK.	OK. I just met this producer of this like, teeny record company, who said that I have a very fresh, offbeat sound and she wants to do a demo of Smelly Cat.	joy	neutral	joy	positive	neutral	positive
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh God. Ross, OK, if you care about me at all, you will get the pie out of the man's hood.	Get the what?	Pie in the hood, pie in the hood. Go.	joy	neutral	joy	positive	neutral	positive
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	I hope you cleaned your hair out of the drain.	Shut up.	Shut up.	joy	anger	anger	positive	negative	negative
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	Shut up.	Shut up.	Cut it out.	anger	anger	anger	negative	negative	negative
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	Shut up.	Cut it out.	Mi-mi-mii.	anger	anger	joy	negative	negative	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey.	Hey!	Listen, I'm, I'm sorry I didn't make it over there today.	neutral	neutral	sadness	neutral	neutral	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey!	Listen, I'm, I'm sorry I didn't make it over there today.	Oh, that's OK. You uh, you had a thing.	neutral	sadness	neutral	neutral	negative	neutral
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	Oh I-, Oh wait, Tony can you hang on? That's the other line. Hello. Oh yeah she's here but uh, can she call you back? OK thanks. Call Joanna. Hi.	Did she leave a number?	Did you see me write one down?	fear	neutral	neutral	negative	neutral	neutral
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	Did she leave a number?	Did you see me write one down?	I don't have her number, butt-munch.	neutral	neutral	anger	neutral	neutral	negative
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	I'm not a baby, you're the baby.	Look, you wanna get off my back?	You wanna get out of my face?	anger	anger	anger	negative	negative	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Wow.	Well you know, we got to talking and uh, he said he needed a place and I had a spare room.	Oh, now it's a spare room?	anger	fear	anger	negative	negative	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Well you know, we got to talking and uh, he said he needed a place and I had a spare room.	Oh, now it's a spare room?	Well yeah, in that it's not being used and I... have it to spare.	fear	anger	fear	negative	negative	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Oh, now it's a spare room?	Well yeah, in that it's not being used and I... have it to spare.	Well I uh, got what I came for. I'll uh, I'll see you guys.	anger	fear	neutral	negative	negative	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Well yeah, in that it's not being used and I... have it to spare.	Well I uh, got what I came for. I'll uh, I'll see you guys.	Hey Jo. When'd you start usin' mousse in your hair?	fear	neutral	neutral	negative	neutral	neutral
Phoebe	#ALL#	[0.6, 0.48, 0.31, 0.46, 0.56]	Hey.	Hey.	Now OK, I haven't seen it yet so, if you don't like it, well, so what, none of you ever made a video. OK.	neutral	neutral	joy	neutral	neutral	positive
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Eddie.	Morning.	Morning. I just uh, came by to pick up my mail. Where's the mail?	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Morning.	Morning. I just uh, came by to pick up my mail. Where's the mail?	Oh it's uh, over there on the table.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh, ooh.	Huh.	What?	joy	neutral	neutral	positive	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Huh.	What?	No I just uh, thought you liked your eggs with the bread with the hole in the middle, a-la me.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	What?	No I just uh, thought you liked your eggs with the bread with the hole in the middle, a-la me.	Well I do, but uh, Eddie makes them this way and, well they're pretty darn good.	neutral	neutral	fear	neutral	neutral	negative
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	Well I do, but uh, Eddie makes them this way and, well they're pretty darn good.	Well you guys, I'm outta here. See ya pals.	See ya.	fear	neutral	neutral	negative	neutral	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	See ya.	So how you two gettin' along?	Oh, I couldn't be happier.	neutral	neutral	joy	neutral	neutral	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	There's another carton right over there.	Hey, this isn't about juice anymore, alright man.	Alright, so what's it about?	joy	anger	neutral	positive	negative	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey, this isn't about juice anymore, alright man.	Alright, so what's it about?	Eggs. Who's eggs do you like better, his or mine, huh?	anger	neutral	anger	negative	neutral	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Alright, so what's it about?	Eggs. Who's eggs do you like better, his or mine, huh?	Well I like both eggs equally.	neutral	anger	neutral	neutral	negative	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Eggs. Who's eggs do you like better, his or mine, huh?	Well I like both eggs equally.	Oh come on. Nobody likes two different kinds of eggs equally. You like one better than the other and I wanna know which.	anger	neutral	anger	negative	neutral	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Well I like both eggs equally.	Oh come on. Nobody likes two different kinds of eggs equally. You like one better than the other and I wanna know which.	Well what's the difference? Your eggs aren't here anymore, are they? You took your eggs and you left. You really expect me to never find new eggs?	neutral	anger	neutral	neutral	negative	neutral
Phoebe	#ALL#	[0.6, 0.48, 0.31, 0.46, 0.56]	Hey.	Hey.	Listen. You are not going to believe this but, that is not me singing on the video.	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	#ALL#	[0.6, 0.48, 0.31, 0.46, 0.56]	Listen. You are not going to believe this but, that is not me singing on the video.	No.	Yes.	neutral	joy	neutral	neutral	positive	neutral
Phoebe	Ross	[0.6, 0.48, 0.31, 0.46, 0.56]	I mean this poor woman.	What woman?	The voice woman. Ya know, I mean, she has a great voice but she doesn't have a video.	sadness	neutral	neutral	negative	neutral	neutral
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey Eddie, you uh, wanna play some foosball?	No thanks man, I'm not uh, I'm not really into sports.	Yeah o-, OK, alright. Doesn't matter, time for Baywatch.	neutral	sadness	neutral	neutral	negative	neutral
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	Yeah o-, OK, alright. Doesn't matter, time for Baywatch.	Y-, y-, you like that show?	You don't like that show?	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	Well that's the brilliance of it. The pretty people... and the running.	I tell ya, I-, I'm gonna go read in my room for a little while.	Oh o-, OK man.	joy	neutral	neutral	positive	neutral	neutral
Phoebe	#ALL#	[0.6, 0.48, 0.31, 0.46, 0.56]	Smelly cat, smell-ly cat, what are they feeding you? Everybody.	Smelly cat, smell-ly cat, it's not your fault.	Monica.	joy	joy	neutral	positive	positive	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Monica.	They won't take you to the vet.	Chandler.	neutral	joy	neutral	neutral	positive	neutral
Chandler	Phoebe	[0.648, 0.375, 0.386, 0.58, 0.477]	Phoebs, play with meeee.	Why don't you play with your roommate?	We don't need to remedy that.	joy	neutral	fear	positive	neutral	negative
Phoebe	Chandler	[0.6, 0.48, 0.31, 0.46, 0.56]	Why don't you play with your roommate?	We don't need to remedy that.	Oh yeah, it'll be fun.	neutral	fear	joy	neutral	negative	positive
Monica	Ross	[0.713, 0.457, 0.457, 0.66, 0.511]	Well, maybe you don't need them.	My baby sister, ladies and gentlemen.	Shut up, I'm happy.	neutral	neutral	joy	neutral	neutral	positive
Chandler	Tilly	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh, oh, c'mon in.	I'm Tilly.	Oh.	neutral	neutral	neutral	neutral	neutral	neutral
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey Eddie. Daahh!! What're you doin' here?	Nothin' roomie, just watchin' you sleep.	Why?	fear	neutral	fear	negative	neutral	negative
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	Why?	Makes me feel um, peaceful, heh-heh, please.	I can't sleep now.	fear	neutral	neutral	negative	neutral	neutral
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	I can't sleep now.	You want me to sing?	Hannibal Lecter...better roommate than you.	neutral	neutral	anger	neutral	neutral	negative
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	I didn't realize that.	Yeah.	GET OUT NOW!!	neutral	neutral	anger	neutral	neutral	negative
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	GET OUT NOW!!	Ok, you really want me out?	Yes please.	anger	sadness	anger	negative	negative	negative
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	I want you out.	No no no, I wanna hear it from your lips.	Where did you hear it from before?	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Estelle	[0.574, 0.614, 0.297, 0.545, 0.455]	So, you're not mad at me for getting fired and everything?	Joey, look at me, look at me. Do I have lipstick on my teeth?	No, can we get back to me?	fear	neutral	fear	negative	neutral	negative
Joey	Estelle	[0.574, 0.614, 0.297, 0.545, 0.455]	But I was Dr. Drake Remoray. How can I go from bein' a neurosurgeon to drivin' a cab?	Things change, roll with em.	But this is a two line part, it's like takin' a step backwards. I'm not gonna do this.	fear	neutral	neutral	negative	neutral	neutral
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	Hey you guys.	Hey.	Uh, sweetie we've gotta go.	neutral	neutral	fear	neutral	neutral	negative
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Uh, sweetie we've gotta go.	NO!	No?	fear	anger	fear	negative	negative	negative
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	NO!	No?	No, why do we always have to do everything according to your time table?	anger	fear	anger	negative	negative	negative
Chandler	Eddie	[0.648, 0.375, 0.386, 0.58, 0.477]	Ahhhh-gaaaahhh. Eddie what're you still doin' here?	Ah, just some basic dehydrating of a few fruits and vegetables. MAN ALIVE this thing's fantastic!	Look Eddie, aren't you forgetting anything?	anger	joy	neutral	negative	positive	neutral
Joey	Gunther	[0.574, 0.614, 0.297, 0.545, 0.455]	I fell down an elevator shaft.	That sucks. I was buried in an avalanche.	What?	sadness	sadness	fear	negative	negative	negative
